8,44.97,-74.67,NY,Hogansburg
8,44.93,-74.89,NY,Massena
7,44.99,-74.5,NY,Fort Covington
7,44.5,-73.48,NY,Keeseville
7,44.85,-74.29,NY,Malone
7,44.8,-74.99,NY,Norfolk
7,44.69,-75.5,NY,Ogdensburg
7,44.86,-75.2,NY,Waddington
6,44.44,-73.68,NY,Au Sable Forks
6,43.98,-75.61,NY,Carthage
6,44.93,-74.08,NY,Chateaugay
6,44.24,-76.08,NY,Clayton
6,44.33,-75.47,NY,Gouverneur
6,44.75,-75,NY,Norwood
6,44.67,-74.55,NY,Saint Regis Falls
6,43.97,-75.91,NY,Watertown
6,44.79,-74.79,NY,Winthrop
5,42.19,-73.36,MA,Great Barrington
5,42.65,-73.76,NY,Albany
5,42.93,-76.57,NY,Auburn
5,43.16,-76.33,NY,Baldwinsville
5,43,-78.18,NY,Batavia
5,42.33,-77.32,NY,Bath
5,42.1,-75.91,NY,Binghamton
5,44.59,-75.17,NY,Canton
5,44.13,-76.33,NY,Cape Vincent
5,42.36,-73.6,NY,Chatham
5,44.55,-74.94,NY,Colton
5,44.72,-73.73,NY,Dannemora
5,42.06,-75.42,NY,Deposit
5,44.22,-73.6,NY,Elizabethtown
5,42.09,-76.81,NY,Elmira
5,43.27,-73.58,NY,Fort Edward
5,44.09,-73.52,NY,Mineville
5,42.08,-78.43,NY,Olean
5,42.45,-75.06,NY,Oneonta
5,43.46,-76.51,NY,Oswego
5,41.35,-74.22,NY,Oxford
5,44.63,-74.81,NY,Parishville
5,44.7,-73.45,NY,Plattsburgh
5,41.37,-74.69,NY,Port Jervis
5,43.57,-76.13,NY,Pulaski
5,43.16,-77.61,NY,Rochester
5,44.99,-73.37,NY,Rouses Point
5,43.08,-73.78,NY,Saratoga Springs
5,42.68,-75.5,NY,Sherburne
5,43.5,-74.36,NY,Speculator
5,44.22,-74.46,NY,Tupper Lake
5,43.1,-75.23,NY,Utica
5,42,-76.54,NY,Waverly
5,42.12,-77.95,NY,Wellsville
5,43.55,-73.4,NY,Whitehall
5,44.48,-73.21,VT,Burlington
5,43.61,-72.98,VT,Rutland
5,44.81,-73.08,VT,Saint Albans
4,41.4,-73.45,CT,Danbury
4,41.8,-72.72,CT,Hartford
4,41.56,-72.93,CT,Marion
4,41.53,-72.79,CT,Meriden
4,41.67,-72.78,CT,New Britain
4,41.31,-72.92,CT,New Haven
4,41.58,-73.41,CT,New Milford
4,41.2,-73.13,CT,Stratford
4,41.8,-73.12,CT,Torrington
4,41.87,-73.36,CT,West Cornwall
4,42.38,-72.52,MA,Amherst
4,42.59,-72.23,MA,Athol
4,42.46,-71.35,MA,Concord
4,42.59,-72.6,MA,Greenfield
4,42.7,-73.11,MA,North Adams
4,42.45,-73.25,MA,Pittsfield
4,41.97,-70.8,MA,Plymouth
4,42.1,-72.58,MA,Springfield
4,42.6,-72.56,MA,Turners Falls
4,44.67,-70.15,ME,Farmington
4,44.1,-70.21,ME,Lewiston
4,44.76,-69.72,ME,Skowhegan
4,44.55,-69.63,ME,Waterville
4,44.47,-71.18,NH,Berlin
4,43.37,-72.34,NH,Claremont
4,44.89,-71.5,NH,Colebrook
4,43.21,-71.54,NH,Concord
4,43.98,-71.12,NH,Conway
4,43.2,-70.87,NH,Dover
4,42.98,-70.95,NH,Exeter
4,44.39,-71.17,NH,Gorham
4,44.6,-71.51,NH,Groveton
